generation,evaluated_individuals,candidates_size,min_fitness,max_fitness,avg_fitness,std_fitness,duration
0,163,163,500.4433759091447,747.9526228188075,639.5834726326099,38.91041783713197,0.3661859999999999
1,331,494,500.4433759091447,752.2325333528983,641.4449229800128,38.07383673476767,0.8330539999999997
2,510,1004,500.4433759091447,747.9526228188075,642.518130856288,37.27861545219328,1.4978629999999997
3,675,1679,500.4433759091447,654.0893916626087,619.5194417063242,25.964548945000658,2.3519179999999995
4,667,2346,500.4433759091447,635.864021694564,606.967517307995,23.541019237064646,3.227924
5,702,3048,500.4433759091447,623.1184291330117,596.723403372556,22.61480647584486,4.16481
6,726,3774,500.4433759091447,614.3314868575973,588.6088945206834,22.1456513193147,5.197363
7,700,4474,500.4433759091447,607.241157944497,581.9022359426831,21.920635036115783,6.219841999999999
8,763,5237,500.4433759091447,600.9062771269404,575.8550935663673,21.374466877343625,7.342942999999999
9,687,5924,500.4433759091447,595.3236152535601,570.5587719884181,20.89269172954192,8.419495999999999
10,677,6601,492.071388113721,590.5567047759729,565.5265396739089,20.61984149826888,9.462087
11,696,7297,488.25263426964307,586.8470440082856,560.7527138531652,20.576142890129386,10.620158
12,660,7957,488.25263426964307,582.6004686554003,556.214362276625,20.015496728868335,11.759364000000001
13,757,8714,485.6752027750883,577.1011317362006,551.2086164300417,19.265117711638048,13.061627999999999
14,759,9473,485.6752027750883,571.6842411478588,546.7075741210821,18.636432242473028,14.408238
15,741,10214,485.0570973472352,567.2462483423565,542.4589505054795,18.242976404396074,15.788172
16,745,10959,484.058827847086,562.5439174062751,538.4254283325225,17.549237270617038,17.203578
17,721,11680,473.3504615445632,557.9104760184115,534.602604694449,16.80484973892656,18.623156
18,674,12354,473.3504615445632,554.3304687529367,531.7393827052862,16.15419284164235,19.956953000000002
19,662,13016,438.5595554054956,551.3268331733617,529.707729040772,16.15243570081989,21.373686
20,682,13698,438.5595554054956,548.7922140734618,527.5234600319062,16.041806999158354,22.8851
21,704,14402,438.5595554054956,545.7354499833891,525.1326895372839,16.057656311793007,24.448167
22,682,15084,438.5595554054956,542.3747591001413,522.4909095840987,16.32155046912298,26.058467
23,697,15781,438.5595554054956,540.6660878776321,520.5076477934736,16.293510284955698,27.598389
24,709,16490,438.5595554054956,538.3109269229975,518.4113740925756,16.19465026583116,29.344711
25,689,17179,438.5595554054956,536.3218145652237,516.5318921700429,15.806626628336648,31.035783
26,718,17897,438.5595554054956,534.3780532500183,514.9504318695491,15.556343212529846,32.725080999999996
27,671,18568,438.5595554054956,533.1518104315451,513.5892041223876,15.366514946975519,34.453002999999995
28,686,19254,438.5595554054956,531.3321702019476,511.84067284669896,15.243203460176915,36.298226
29,658,19912,438.5595554054956,529.6684969116554,510.29385253095603,15.038321776278192,37.996911999999995
30,693,20605,437.2676050770087,528.1119328418631,508.74853845661505,15.00967499125812,39.852878
31,681,21286,433.2363011355683,525.9905578182425,506.929291496747,15.252727866628277,41.738203
32,650,21936,433.2363011355683,524.4785852775525,505.4895391594351,15.37321278968835,43.505100999999996
33,657,22593,433.2363011355683,523.2420041427407,504.3774297262222,15.395509327561795,45.44385
